,x1,x2,x3,x4,x5,x6,x7,x8,y
109,-9.4,-6.48,-72.65545454545453,5572.62,-11.19,5.99,0.9981818181818182,4.97,4.61
110,-274.36125000000004,-138.51,41.67,33.41,-9.51,10.67,5.27,25.88,-6.79
111,-76.21,-72.67,-14.18,12891.33,6.81,2.21,9.21,-23.23,9.84
112,176.28727272727272,15.7,77.17,6486.69,-7.9,13.45,-7.69,-12.97,18.23
113,12.21,-163.15,105.35,1628.12,3.23,6.19,3.68,8.19,7.2
114,126.43,-193.02,33.27,2944.15,12.02,-13.39,2.655454545454545,-10.35,12.66
115,-95.75,-51.8,-88.39,506.25,9.38,-9.06,-21.06,2.94,-1.56
116,56.7,115.78,-184.66,5066.59,5.77,19.53,1.19,-9.66,-3.47
117,-74.85,77.53,-92.33,4777.57,24.41875,3.87,-0.56,1.86,-4.77
118,102.64,110.77,-17.33,21170.25,-2.97,7.01,-4.71,1.09,8.88
119,-218.25,-202.41363636363633,-123.19,27845.6,10.96,1.74,-2.53,-18.91,-0.32
120,48.75,-22.93,25.1,3070.27,-12.89,12.11,10.12,-1.26,3.77
121,-25.12,-122.68,133.83,291.38,1.93,-4.63,-5.14,-3.55,11.73
122,-22.79,84.71,-239.45875,521.21,5.48,15.18,6.72,-2.03,-6.36
123,80.82,-7.19,79.15,2018.7,16.13,-1.26,-5.23,18.95,-3.43
124,-44.44,-79.82,95.07,4977.3,19.09,10.48,23.098750000000003,16.65,-2.2
125,192.11,-44.49,-42.25,26820.61,3.37,15.23,7.33,-7.24,12.77
126,-68.92,-185.42,-146.06,1008.7,-3.69,-9.42,-7.6,-0.4,-2.52
127,33.77,-83.78,22.19,5397.84,-2.94,-0.04,-0.35,-14.88,9.24
128,-65.27,100.36,144.76,28463.06,8.84,-18.7,15.89,8.73,-0.79
129,-17.96,119.58,-19.006363636363634,2955.01,-9.69,6.8,-9.31,9.42,-4.99
130,-36.23,117.92,-23.27,29318.804318181818,-17.66,4.128181818181818,-6.31,1.85,13.14
131,-67.73,301.7275,33.8,22701.45,-1.5772727272727274,-11.14,-1.01,-11.8,17.63
132,-132.49,1.7,-78.3,27915.73,-15.68,-10.46,2.7,-9.66,11.43
133,141.59,-60.46,29.57,7708.84,1.61,19.03,-5.75,11.66,3.95
134,63.12,-131.26,94.65,2907.37,-2.38,7.65,10.9,1.49,10.61
135,101.39,-160.06,45.59,29318.804318181818,4.46,10.85,-7.12,-5.99,2.0
136,-90.16,17.1,82.75,4039.87,-4.78,-6.24,-4.86,1.82,4.33
137,-4.83,-193.87,12.5,25692.88,-1.08,2.83,-2.84,-1.95,12.46
138,34.73,274.12,40.84,11791.79,-4.55,-0.39,-2.61,2.72,9.29
139,121.18,11.27,31.92,1774.09,10.96,-3.36,-6.19,-14.99,14.68
140,194.16,-86.97,-109.91,13351.8,20.65,4.15,0.2,-19.829090909090908,5.55
141,-14.98,62.58,48.84,355.32,12.47,1.190909090909091,-11.08,17.94,-2.9
142,75.0,-45.75,-86.98,19295.99,6.35,-8.55,2.25,-8.83,9.41
143,-177.77,-29.86,143.54,1167.59,-9.32,-2.65,-15.52,6.69,6.46
144,-47.11,27.23,-70.94,433.89,11.34,1.77,7.08,3.47,-2.44
145,63.97,-168.73,-10.44,75.17,-3.09,10.91,-4.93,3.55,2.24
146,131.08,-77.01,79.63,248.69,-11.64,-0.63,-16.84,0.56,8.38
147,98.61,-33.69,78.03,2128.9,-2.41,-13.08,23.098750000000003,3.55,7.74
148,2.45,-136.44,13.14,4419.59,-4.94,0.38,23.098750000000003,7.87,3.48
149,212.15090909090907,158.81,19.37,5444.96,7.72,-0.86,6.02,-18.19,10.7
150,-137.64,-5.77,65.71,25100.06,-4.35,0.74,2.23,14.88,6.72
151,99.66,-45.85,-7.09,25763.46,7.63,-16.22,-6.25,1.64,9.07
152,53.34,301.7275,-27.52,29318.804318181818,-19.73,4.86,9.76,10.68,-15.51
153,-126.03,-150.32,22.48,13483.85,-1.97,-4.51,-23.19125,-1.83,10.79
154,-175.04,185.18,-95.42,19465.83,-9.19,-0.01272727272727278,6.32,-12.87,11.12
155,-46.9,89.87,13.06,172.92,2.25,14.47,19.05,1.55,3.63
156,51.79,-31.48,18.03,1377.89,6.56,-23.3975,5.26,-10.1,8.61
157,15.68,37.94,-31.1,1212.43,11.59,-5.3,-23.19125,8.53,-3.7
158,-274.36125000000004,36.35,-169.97,9104.98,-4.82,-9.94,17.16,1.01,-9.97
159,206.08,-39.41,84.08,8001.3,6.08,-6.61,-13.26,3.8,2.29
160,33.41,-69.98,-41.37454545454546,15183.17,14.4,-4.4,20.85,-3.39,19.08
161,6.23,-34.93,-65.58,7298.28,-2.18,5.51,0.21,0.31,-3.26
162,27.68,114.43,-153.82,6757.440909090909,-3.99,-12.54,7.16,1.71,-9.03
163,-73.46,-84.26,13.65,29318.804318181818,3.44,8.22,7.23,13.79,-2.71
164,160.42,95.33,-20.47,29318.804318181818,-11.9,12.98,-4.94,7.27,-11.12
165,-28.99,7.38,79.22,23.62,-0.08,6.92,15.7,-13.86,15.31
166,-12.98,92.2,22.83,4637.61,-15.3,5.29,6.9,-9.95,13.09
167,116.25,37.87,-111.57,374.81,-4.09,2.15,2.24,-3.74,0.77
168,-51.99,162.09,73.28,5069.44,-3.51,-2.38,-4.6,-17.71,13.35
169,64.9,-124.86,2.01,21406.62,-10.03,-10.66,-12.74,-8.29,14.05
170,-36.27,2.09,-62.74,2049.37,2.4390909090909094,1.0863636363636358,6.24,-18.34,11.27
171,-120.05,35.86,5.01,9064.94,-15.29,1.95,-5.73,8.83,-4.34
172,141.11,-177.41636363636366,6.2,9964.03,1.33,-6.7,5.94,-0.16,8.34
173,-190.19,17.23,35.71,844.48,-11.8,-3.15,-1.75,-21.2,14.91
174,-95.46,89.45,96.16,26955.07,9.61,-2.57,-0.42,-8.25,19.98
175,-34.27,-7.8,-42.44,28345.09,6.62,-10.0,-14.12,-21.98909090909091,-5.75
176,-6.08,12.33,97.69,11878.82,4.305454545454546,23.61,-5.01,4.62,2.69
177,95.66,88.39,-80.92,4.16,-8.5,3.94,-0.24,3.37,-1.86
178,54.73,147.1,158.57,4.93,-12.92,-0.72,4.91,1.4218181818181819,13.54
179,-64.88,-2.18,-69.00909090909092,5140.89,3.72,7.05,3.69,-0.99,3.97
180,-121.68,63.65,-71.47,13707.022727272728,6.37,13.484545454545453,7.85,6.38,2.74
181,137.53,44.83,-80.91,29318.804318181818,-23.611250000000002,12.84,8.04,10.48,-14.08
182,157.88,-58.91,58.15,849.14,-10.24,19.3,4.24,27.80875,9.96
183,38.75,103.08,25.61,4011.96,-0.4309090909090907,-23.3975,5.71,8.16,-1.58
184,19.55,-43.64,52.32,4518.53,-6.68,-2.29,5.454545454545454,-20.27,19.5
185,34.29,-38.65,-44.41,9775.28,-3.43,4.95,4.6,-11.73,11.78
186,1.62,145.02,53.26,4546.8,11.81,-4.31,4.86,-0.42,3.79
187,29.46,33.91,-20.96,29318.804318181818,5.1,2.93,1.23,3.23,-3.17
188,-64.93,25.39,-118.74,1746.4,24.41875,-1.91,-16.11,-10.44,0.97
189,-101.85,-192.95090909090914,-9.53,3523.61,14.56,0.04,-20.61,-1.31,1.44
